ID,Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label
213,179.1.4.245-10.200.7.196-443-35246-6,10.200.7.196,35246,179.1.4.245,443,6,26/04/201703:06:51,131048,15,11,373,9348,223,0,24.8666666667,67.05740256,1436,0,849.8181818182,622.5956662525,74178.9268054453,198.4005860448,5241.92,11975.5805284476,46836,1,131048,9360.5714285714,17372.3350085229,50140,1,38850,3885,6944.7125210479,20362,1,0,0,0,0,580,360,114.4618765643,83.9387094805,0,1436,360.037037037,568.1502700384,322794.729344729,0,0,0,1,0,0,0,0,0,373.8846153846,24.8666666667,849.8181818182,580,0,0,0,0,0,0,15,373,11,9348,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
214,179.1.4.245-10.200.7.196-443-35254-6,10.200.7.196,35254,179.1.4.245,443,6,26/04/201703:06:51,108842,15,10,373,8124,223,0,24.8666666667,67.05740256,1436,0,812.4,629.9665246838,78067.2902004741,229.6907443818,4535.0833333333,9300.4621620399,40022,0,108842,7774.4285714286,14394.6066914729,51353,0,38693,4299.2222222222,7334.0204659139,20646,0,0,0,0,0,524,328,137.8144466291,91.8762977527,0,1436,326.8076923077,546.5163140643,298680.081538461,0,0,0,1,0,0,0,0,0,339.88,24.8666666667,812.4,524,0,0,0,0,0,0,15,373,10,8124,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
215,179.1.4.245-10.200.7.196-443-35307-6,10.200.7.196,35307,179.1.4.245,443,6,26/04/201703:06:58,91086,16,11,373,11396,223,0,23.3125,65.0811992821,2872,0,1036,952.4021209552,129207.562084184,296.4231605296,3503.3076923077,8071.3168777801,39471,1,91086,6072.4,13111.6423772375,50827,1,38253,3825.3,5446.1268612555,14219,1,0,0,0,0,596,360,175.6581692027,120.7649913269,0,2872,420.3214285714,769.8585754478,592682.226190476,0,0,0,1,0,0,0,0,0,435.8888888889,23.3125,1036,596,0,0,0,0,0,0,16,373,11,11396,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
216,179.1.4.245-10.200.7.196-443-35329-6,10.200.7.196,35329,179.1.4.245,443,6,26/04/201703:07:05,82180,15,13,373,10784,223,0,24.8666666667,67.05740256,1436,0,829.5384615385,592.4617590169,135762.959357508,340.7155025554,3043.7037037037,5723.3466058217,20813,0,82180,5870,9729.8417648609,32522,0,54736,4561.3333333333,9440.2211100197,26368,0,0,0,0,0,564,424,182.5261620832,158.1893404721,0,1436,384.724137931,564.9821676422,319204.849753695,0,0,0,1,0,0,0,0,0,398.4642857143,24.8666666667,829.5384615385,564,0,0,0,0,0,0,15,373,13,10784,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
217,179.1.4.245-10.200.7.196-443-35352-6,10.200.7.196,35352,179.1.4.245,443,6,26/04/201703:07:12,144989,14,8,373,5252,223,0,26.6428571429,69.2216141688,2048,0,656.5,788.9588075432,38796.0465966384,151.7356489113,6904.2380952381,15054.6069955504,60586,1,84403,6492.5384615385,14686.4893446062,52751,1,138510,19787.1428571429,35442.2808541276,98181,1,0,0,0,0,560,264,96.5590493072,55.1765996041,0,2048,244.5652173913,543.6275317537,295530.893280632,0,0,0,1,0,0,0,0,0,255.6818181818,26.6428571429,656.5,560,0,0,0,0,0,0,14,373,8,5252,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
218,179.1.4.216-10.200.7.196-443-40738-6,10.200.7.196,40738,179.1.4.216,443,6,26/04/201703:07:19,101361,16,13,373,11396,223,0,23.3125,65.0811992821,1436,0,876.6153846154,596.3140305887,116109.746352147,286.106096033,3620.0357142857,7659.9039761999,36753,0,101361,6757.4,12774.1167142222,48851,0,44291,3690.9166666667,6001.7467829766,15437,0,0,0,0,0,608,424,157.8516391906,128.2544568424,0,1436,392.3,578.7097509651,334904.975862069,0,0,0,1,0,0,0,0,0,405.8275862069,23.3125,876.6153846154,608,0,0,0,0,0,0,16,373,13,11396,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
219,179.1.4.245-10.200.7.196-443-35374-6,10.200.7.196,35374,179.1.4.245,443,6,26/04/201703:07:21,98400,15,13,373,12220,223,0,24.8666666667,67.05740256,1436,0,940,599.1122599313,127977.642276423,284.5528455285,3644.4444444445,7215.6181692287,27337,1,98400,7028.5714285714,11655.8867379686,38695,1,63374,5281.1666666667,10232.3896598749,33797,1,0,0,0,0,560,424,152.4390243902,132.1138211382,0,1436,434.2413793103,609.3864979969,371351.903940887,0,0,0,1,0,0,0,0,0,449.75,24.8666666667,940,560,0,0,0,0,0,0,15,373,13,12220,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
220,179.1.4.216-10.200.7.196-443-48936-6,10.200.7.196,48936,179.1.4.216,443,6,26/04/201703:07:54,77148,14,11,373,10784,223,0,26.6428571429,69.2216141688,2872,0,980.3636363636,862.2296994105,144618.136568673,324.052470576,3214.5,5763.2952379693,21654,1,77148,5934.4615384615,10234.1389770984,34835,1,47913,4791.3,8929.9123555485,25161,1,0,0,0,0,544,360,181.4693835226,142.5830870535,0,2872,429.1153846154,729.1428023055,531649.226153846,0,0,0,1,0,0,0,0,0,446.28,26.6428571429,980.3636363636,544,0,0,0,0,0,0,14,373,11,10784,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
221,179.1.4.223-10.200.7.196-443-47790-6,10.200.7.196,47790,179.1.4.223,443,6,26/04/201703:07:59,78578,15,13,373,11396,223,0,24.8666666667,67.05740256,1436,0,876.6153846154,585.7022193432,149774.746112143,356.3338338975,2910.2962962963,5681.3298945203,23937,0,78578,5612.7142857143,9918.0431338241,34822,0,45101,3758.4166666667,6222.9205136895,18363,1,0,0,0,0,592,424,190.8931253022,165.4407085953,0,1436,405.8275862069,579.4861682662,335804.219211823,0,0,0,1,0,0,0,0,0,420.3214285714,24.8666666667,876.6153846154,592,0,0,0,0,0,0,15,373,13,11396,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
222,179.1.4.223-10.200.7.196-443-47799-6,10.200.7.196,47799,179.1.4.223,443,6,26/04/201703:08:02,70652,15,13,373,11396,223,0,24.8666666667,67.05740256,1436,0,876.6153846154,596.3140305887,166577.02542037,396.3086678367,2616.7407407407,4968.7994726523,20702,0,70652,5046.5714285714,9019.0408812458,31977,0,43088,3590.6666666667,5929.3454081962,16988,0,0,0,0,0,588,424,212.3082149125,184.0004529242,0,1436,405.8275862069,584.1060978089,341179.933497537,0,0,0,1,0,0,0,0,0,420.3214285714,24.8666666667,876.6153846154,588,0,0,0,0,0,0,15,373,13,11396,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
223,179.1.4.223-10.200.7.196-443-47831-6,10.200.7.196,47831,179.1.4.223,443,6,26/04/201703:08:08,115469,15,7,373,4640,223,0,24.8666666667,67.05740256,1436,0,662.8571428571,657.9342491393,43414.2497120439,190.527327681,5498.5238095238,9571.3868149764,37601,0,115469,8247.7857142857,13929.8245291205,49355,0,63935,10655.8333333333,14500.2008733213,32928,28,0,0,0,0,500,232,129.9049961462,60.6223315349,0,1436,217.9565217391,459.8683090408,211478.861660079,0,0,0,1,0,0,0,0,0,227.8636363636,24.8666666667,662.8571428571,500,0,0,0,0,0,0,15,373,7,4640,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
224,179.1.4.223-10.200.7.196-443-47876-6,10.200.7.196,47876,179.1.4.223,443,6,26/04/201703:08:21,154284,15,11,373,9348,223,0,24.8666666667,67.05740256,1436,0,849.8181818182,610.3878796604,63007.1815612766,168.5203909673,6171.36,13637.7171350878,54904,0,154284,11020.2857142857,19964.4661121418,67022,0,52115,5211.5,10860.1773287139,34228,0,0,0,0,0,556,360,97.2233024811,71.2970884862,0,1436,360.037037037,563.0324134324,317005.498575499,0,0,0,1,0,0,0,0,0,373.8846153846,24.8666666667,849.8181818182,556,0,0,0,0,0,0,15,373,11,9348,14600,243,2,32,0,0,0,0,0,0,0,0,BENIGN
225,8.18.25.28-10.200.7.196-443-39218-6,10.200.7.196,39218,8.18.25.28,443,6,26/04/201703:09:35,49661084,54,46,14805,4513,1545,0,274.1666666667,375.2491373666,1392,0,98.1086956522,217.9611818916,388.9967444126,2.0136491584,501627.111111111,1616424.18596699,10776015,1,49661084,937001.58490566,2123382.75633542,10776015,1950,49586242,1101916.48888889,2303648.22764071,10851428,1,0,0,0,0,1736,1492,1.0873705455,0.9262786128,0,1545,191.2673267327,322.6104428282,104077.497821782,0,0,0,1,0,0,0,0,0,193.18,274.1666666667,98.1086956522,1736,0,0,0,0,0,0,54,14805,46,4513,14600,126,26,32,8136462.66666667,1555216.16295946,9140723,6345033,8275081.33333333,2499878.16932552,10776015,5776260,BENIGN
226,8.18.25.28-10.200.7.196-443-39218-6,10.200.7.196,39218,8.18.25.28,443,6,26/04/201703:11:22,68948706,30,30,10124,2993,1460,0,337.4666666667,431.2709951578,941,0,99.7666666667,220.8831307983,190.2428741737,0.8702121255,1168622.13559322,5482611.74280933,35677704,2,68948706,2377541.5862069,7707807.1014262,35677704,96,68875349,2375012.03448276,7724143.03385353,35751995,2,1,0,0,0,960,972,0.4351060628,0.4351060628,0,1460,238.9672131148,390.9822232623,152867.098907104,0,1,0,0,1,0,0,0,1,242.95,337.4666666667,99.7666666667,960,0,0,0,0,0,0,30,10124,30,2993,361,126,16,32,5118892,7030287.54958089,10090056,147728,29274265,9055830.27962881,35677704,22870826,BENIGN
227,8.18.25.28-10.200.7.196-443-39218-6,10.200.7.196,39218,8.18.25.28,443,6,26/04/201703:13:43,148915,6,5,2813,941,1460,0,468.8333333333,620.2694307046,840,0,188.2,366.9825608936,25209.011852399,73.8676426149,14891.5,22412.0286465897,55262,0,148915,29783,33452.0789339019,74366,0,74428,18607,25699.2445154846,54952,1,1,0,0,0,192,172,40.2914414263,33.5762011886,0,1460,338.5833333333,493.4219028807,243465.174242424,0,1,0,0,1,0,0,0,0,369.3636363636,468.8333333333,188.2,192,0,0,0,0,0,0,6,2813,5,941,448,126,3,32,0,0,0,0,0,0,0,0,BENIGN
228,8.18.25.28-10.200.7.196-443-39218-6,10.200.7.196,39218,8.18.25.28,443,6,26/04/201703:17:28,92026,4,0,74,0,37,0,18.5,21.36195996,0,0,0,0,804.1205746202,43.4659770065,30675.3333333333,26507.3426871373,47781,141,92026,30675.3333333333,26507.3426871373,47781,141,0,0,0,0,0,1,0,0,0,128,0,43.4659770065,0,0,37,22.2,20.2657346277,410.7,0,1,0,0,1,0,0,0,0,27.75,18.5,0,128,0,0,0,0,0,0,4,74,0,0,126,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
229,216.58.202.234-10.200.7.199-443-51021-6,10.200.7.199,51021,216.58.202.234,443,6,26/04/201703:03:46,1150821,10,9,4256,796,1448,0,425.6,621.8846266703,645,0,88.4444444444,214.5996919331,4389.9094646344,16.50995246,63934.5,60451.8701644734,160522,3,993416,110379.555555556,74387.7343654703,259362,30697,990299,123787.375,107130.331629866,268456,238,0,0,0,0,328,296,8.6894486632,7.8205037969,0,1448,252.6,484.2090022859,234458.357894737,0,0,0,1,0,0,0,0,0,265.8947368421,425.6,88.4444444444,328,0,0,0,0,0,0,10,4256,9,796,5840,406,6,32,0,0,0,0,0,0,0,0,BENIGN
230,216.58.202.234-10.200.7.199-443-51040-6,10.200.7.199,51040,216.58.202.234,443,6,26/04/201703:03:47,1027829,9,7,1969,764,1448,0,218.7777777778,469.1904671287,613,0,109.1428571429,229.1960067798,2659.0026161939,15.5667917523,68521.9333333333,66766.5671858375,193797,24,881250,110156.25,78216.4149920864,259362,18526,875003,145833.833333333,154047.911128216,333961,1787,0,0,0,0,296,232,8.7563203607,6.8104713916,0,1448,160.7647058824,366.6649576609,134443.191176471,0,0,0,1,0,0,0,0,0,170.8125,218.7777777778,109.1428571429,296,0,0,0,0,0,0,9,1969,7,764,5840,384,5,32,0,0,0,0,0,0,0,0,BENIGN
231,216.58.202.234-10.200.7.199-443-51047-6,10.200.7.199,51047,216.58.202.234,443,6,26/04/201703:03:48,1360020,11,9,5024,588,1448,0,456.7272727273,622.5145927461,437,0,65.3333333333,148.051511306,4126.4099057367,14.7056660931,71580,72421.7163954754,193441,13,1203621,120362.1,95278.352458526,318109,15,1196997,149624.625,135529.172883751,349695,172,0,0,0,0,360,296,8.0881163512,6.6175497419,0,1448,267.2380952381,494.1594787882,244193.590476191,0,0,0,1,0,0,0,0,0,280.6,456.7272727273,65.3333333333,360,0,0,0,0,0,0,11,5024,9,588,5840,414,7,32,0,0,0,0,0,0,0,0,BENIGN
232,216.58.202.234-10.200.7.199-443-51051-6,10.200.7.199,51051,216.58.202.234,443,6,26/04/201703:03:50,1163516,9,9,3128,732,1448,0,347.5555555556,605.4420102518,581,0,81.3333333333,193.9155744132,3317.5306570773,15.4703502144,68442.1176470588,56244.7099877873,159464,41,1008152,126019,115705.899445843,384889,30697,1008901,126112.625,114494.460040572,297356,58,0,0,0,0,296,296,7.7351751072,7.7351751072,0,1448,203.1578947368,446.9530503753,199767.029239766,0,0,0,1,0,0,0,0,1,214.4444444444,347.5555555556,81.3333333333,296,0,0,0,0,0,0,9,3128,9,732,5840,406,5,32,0,0,0,0,0,0,0,0,BENIGN
233,10.200.7.199-108.59.13.11-52332-443-6,10.200.7.199,52332,108.59.13.11,443,6,26/04/201703:05:06,111490867,21,20,1736,3139,1542,0,82.6666666667,336.011358935,1469,0,156.95,444.3825373186,43.7255546681,0.3677431264,2787271.675,4551274.11572059,10085496,0,111490867,5574543.35,5115201.48578448,10085548,0,111404428,5863390.94736842,6099564.83460348,20167918,13,0,0,0,0,680,660,0.1883562355,0.1793868909,0,1542,116.0714285714,385.1018486036,148303.433797909,0,0,0,1,0,0,0,0,0,118.9024390244,82.6666666667,156.95,680,0,0,0,0,0,0,21,1736,20,3139,5840,266,3,32,56675.1,179112.076585491,566437,1,10084008,724.1347940817,10085496,10082942,BENIGN
234,10.200.7.199-108.59.13.11-52332-443-6,10.200.7.199,52332,108.59.13.11,443,6,26/04/201703:07:08,54128495,8,5,0,0,0,0,0,0,0,0,0,0,0,0.2401692491,4510707.91666667,5027693.2838436,10087967,29,54128495,7732642.14285714,4156632.53806694,10088045,29,40337875,10084468.75,2718.5801900992,10088096,10081565,0,0,0,0,256,160,0.147796461,0.0923727881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,256,0,0,0,0,0,0,8,0,5,0,266,266,0,32,85,37.8219512982,129,29,10084438,2340.2029826492,10087967,10081485,BENIGN
235,10.200.7.199-91.228.166.11-44140-80-6,10.200.7.199,44140,91.228.166.11,80,6,26/04/201703:08:05,441314,5,5,739,219,739,0,147.8,330.4908470745,219,0,43.8,97.9397774145,2170.7899590768,22.6596029131,49034.8888888889,140932.645087507,424610,1,441314,110328.5,210093.586685394,425283,223,425501,106375.25,212156.911584131,424610,1,0,0,0,0,168,168,11.3298014566,11.3298014566,0,739,87.0909090909,225.9754210287,51064.8909090909,0,0,0,1,0,0,0,0,1,95.8,147.8,43.8,168,0,0,0,0,0,0,5,739,5,219,5840,1448,1,32,0,0,0,0,0,0,0,0,BENIGN
236,216.58.202.234-10.200.7.199-443-51021-6,10.200.7.199,51021,216.58.202.234,443,6,26/04/201703:03:47,155397,1,1,0,0,0,0,0,0,0,0,0,0,0,12.8702613307,155397,0,155397,155397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.4351306653,6.4351306653,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,129,406,0,32,0,0,0,0,0,0,0,0,BENIGN
237,216.58.202.234-10.200.7.199-443-51047-6,10.200.7.199,51047,216.58.202.234,443,6,26/04/201703:03:50,147575,1,1,0,0,0,0,0,0,0,0,0,0,0,13.5524309673,147575,0,147575,147575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.7762154837,6.7762154837,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,125,414,0,32,0,0,0,0,0,0,0,0,BENIGN
238,216.58.202.234-10.200.7.199-443-51040-6,10.200.7.199,51040,216.58.202.234,443,6,26/04/201703:03:48,153769,1,1,0,0,0,0,0,0,0,0,0,0,0,13.0065227712,153769,0,153769,153769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6.5032613856,6.5032613856,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,128,384,0,32,0,0,0,0,0,0,0,0,BENIGN
239,172.16.255.183-10.200.7.4-53-52931-17,10.200.7.4,52931,172.16.255.183,53,17,26/04/201703:03:26,119039510,478,471,19093,62760,90,27,39.9435146444,8.6578904397,331,43,133.2484076433,61.7986424196,687.6120373815,7.9721430305,125569.103375527,394780.52191714,5594107,0,119027325,249533.176100629,543875.994002597,5685683,0,119039399,253275.317021276,545941.278865416,5666757,2,0,0,0,0,12864,12780,4.015473518,3.9566695125,27,331,86.1926315789,64.0996634795,4108.7668581887,0,0,0,0,0,0,0,0,0,86.2834562698,39.9435146444,133.2484076433,12864,0,0,0,0,0,0,478,19093,471,62760,-1,-1,477,20,24465112,0,24465112,24465112,5594107,0,5594107,5594107,BENIGN
240,172.16.255.183-10.200.7.4-53-52931-17,10.200.7.4,52931,172.16.255.183,53,17,26/04/201703:05:26,119684973,446,438,17794,58833,90,27,39.8968609865,9.9259342079,430,36,134.3219178082,64.7980423467,640.2391050379,7.3860567274,135543.570781427,411348.878474765,5678313,0,119684659,268954.28988764,555215.394980697,5678473,0,119516138,273492.306636156,568285.464436142,5678634,0,0,0,0,0,12144,12076,3.7264494349,3.6596072926,27,430,86.6418079096,65.9963615916,4355.5197433341,0,0,0,0,0,0,0,0,0,86.7398190045,39.8968609865,134.3219178082,12144,0,0,0,0,0,0,446,17794,438,58833,-1,-1,445,20,31363680,0,31363680,31363680,5678313,0,5678313,5678313,BENIGN
241,172.16.255.183-10.200.7.4-53-52931-17,10.200.7.4,52931,172.16.255.183,53,17,26/04/201703:07:27,119964975,528,530,20586,71851,60,28,38.9886363636,6.8773383904,430,44,135.5679245283,63.8416349786,770.5332327206,8.8192407826,113495.719016083,344519.595379172,4002672,0,119964624,227636.857685009,473587.58705173,4015033,0,119964947,226776.837429112,468831.076933084,4002991,42,0,0,0,0,14400,14484,4.4012846249,4.4179561576,28,430,87.3153918791,66.3055499471,4396.4259537924,0,0,0,0,0,0,0,0,1,87.3979206049,38.9886363636,135.5679245283,14400,0,0,0,0,0,0,528,20586,530,71851,-1,-1,527,20,0,0,0,0,0,0,0,0,BENIGN
242,172.16.255.183-10.200.7.4-53-33468-17,10.200.7.4,33468,172.16.255.183,53,17,26/04/201703:04:37,78,1,1,26,26,26,26,26,0,26,26,26,0,666666.666666667,25641.0256410256,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12820.5128205128,12820.5128205128,26,26,26,0,0,0,0,0,0,0,0,0,0,1,39,26,26,32,0,0,0,0,0,0,1,26,1,26,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
243,172.16.255.183-10.200.7.4-53-44020-17,10.200.7.4,44020,172.16.255.183,53,17,26/04/201703:04:37,77,1,1,26,26,26,26,26,0,26,26,26,0,675324.675324675,25974.025974026,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12987.012987013,12987.012987013,26,26,26,0,0,0,0,0,0,0,0,0,0,1,39,26,26,32,0,0,0,0,0,0,1,26,1,26,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
244,172.16.255.183-10.200.7.4-53-40426-17,10.200.7.4,40426,172.16.255.183,53,17,26/04/201703:04:37,396,1,1,42,109,42,42,42,0,109,109,109,0,381313.131313131,5050.5050505051,396,0,396,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2525.2525252525,2525.2525252525,42,109,64.3333333333,38.6824680357,1496.3333333333,0,0,0,0,0,0,0,0,1,96.5,42,109,32,0,0,0,0,0,0,1,42,1,109,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
245,172.16.255.183-10.200.7.4-53-52931-17,10.200.7.4,52931,172.16.255.183,53,17,26/04/201703:09:27,68128063,522,515,19469,64599,55,22,37.2969348659,6.2259094404,378,44,125.4349514563,59.6956706561,1233.9702069616,15.2213339751,65760.6785714286,200558.001612751,2886713,0,68128063,130764.03646833,274840.197129428,2886973,0,68049128,132391.299610895,276877.988989499,2887176,2,0,0,0,0,13484,13612,7.6620408245,7.5592931506,22,378,81.0221579961,61.0738245463,3730.0120447118,0,0,0,0,0,0,0,0,0,81.100289296,37.2969348659,125.4349514563,13484,0,0,0,0,0,0,522,19469,515,64599,-1,-1,521,20,0,0,0,0,0,0,0,0,BENIGN
246,172.16.255.183-10.200.7.5-53-54944-17,10.200.7.5,54944,172.16.255.183,53,17,26/04/201703:03:25,119756292,557,549,22103,72987,83,25,39.6822262118,7.9811777272,414,44,132.9453551913,60.3342931964,794.0292606922,9.235422887,108376.734841629,329741.89619419,4660525,0,119755966,215388.428057554,448499.68738398,4660802,0,119756146,218533.113138686,459377.869074547,4738877,0,0,0,0,0,15084,15188,4.6511126113,4.5843102757,25,414,85.9340560072,63.3408371517,4012.0616510746,0,0,0,0,0,0,0,0,0,86.0117540687,39.6822262118,132.9453551913,15084,0,0,0,0,0,0,557,22103,549,72987,-1,-1,556,20,0,0,0,0,0,0,0,0,BENIGN
247,172.16.255.183-10.200.7.5-53-54944-17,10.200.7.5,54944,172.16.255.183,53,17,26/04/201703:05:26,119993182,765,742,29656,97280,181,25,38.7660130719,8.5009328361,430,43,131.1051212938,61.3073692389,1057.8601040849,12.5590468965,79676.7476759627,237853.31143673,3214259,0,119993182,157059.138743455,325964.163542203,3276283,0,119787200,161656.140350877,336562.446017276,3214761,0,0,0,0,0,20880,20568,6.3753622268,6.1836846697,25,430,84.2950928382,63.4200126022,4022.0979984652,0,0,0,0,0,0,0,0,0,84.3510285335,38.7660130719,131.1051212938,20880,0,0,0,0,0,0,765,29656,742,97280,-1,-1,764,20,0,0,0,0,0,0,0,0,BENIGN
248,172.16.255.183-10.200.7.5-53-54944-17,10.200.7.5,54944,172.16.255.183,53,17,26/04/201703:07:26,119999188,642,633,24442,80304,94,26,38.0716510903,8.0624226151,430,43,126.8625592417,60.6367718919,872.8892398839,10.6250718963,94190.8854003139,311237.54991455,5369086,0,119999188,187206.221528861,427565.698970211,5369253,0,119998269,189870.678797468,432359.553235312,5369367,1,0,0,0,0,17904,17684,5.3500362019,5.2750356944,26,430,82.1159874608,61.8700525222,3827.9033991026,0,0,0,0,0,0,0,0,0,82.1803921569,38.0716510903,126.8625592417,17904,0,0,0,0,0,0,642,24442,633,80304,-1,-1,641,20,13942212,0,13942212,13942212,5369086,0,5369086,5369086,BENIGN
249,172.16.255.183-10.200.7.5-53-54944-17,10.200.7.5,54944,172.16.255.183,53,17,26/04/201703:09:26,68777080,433,438,17051,54471,56,25,39.3787528868,6.7443193735,430,44,124.3630136986,59.9795785388,1039.9103887516,12.6641026342,79054.1149425287,226599.735301794,2244915,0,68776939,159205.877314815,311447.446972012,2245036,0,68776881,157384.167048055,325039.912667621,2245203,1,0,0,0,0,11316,11588,6.2957019984,6.3684006358,25,430,82.0688073394,60.2901125487,3634.8976711362,0,0,0,0,0,0,0,0,1,82.1630309989,39.3787528868,124.3630136986,11316,0,0,0,0,0,0,433,17051,438,54471,-1,-1,432,20,0,0,0,0,0,0,0,0,BENIGN
250,172.16.255.183-10.200.7.5-53-43153-17,10.200.7.5,43153,172.16.255.183,53,17,26/04/201703:04:37,644,1,1,41,108,41,41,41,0,108,108,108,0,231366.459627329,3105.5900621118,644,0,644,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1552.7950310559,1552.7950310559,41,108,63.3333333333,38.6824680357,1496.3333333333,0,0,0,0,0,0,0,0,1,95,41,108,32,0,0,0,0,0,0,1,41,1,108,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
251,172.16.255.183-10.200.7.5-53-42303-17,10.200.7.5,42303,172.16.255.183,53,17,26/04/201703:04:37,186,1,1,25,25,25,25,25,0,25,25,25,0,268817.204301075,10752.688172043,186,0,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5376.3440860215,5376.3440860215,25,25,25,0,0,0,0,0,0,0,0,0,0,1,37.5,25,25,32,0,0,0,0,0,0,1,25,1,25,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
252,172.16.255.183-10.200.7.5-53-44753-17,10.200.7.5,44753,172.16.255.183,53,17,26/04/201703:04:37,155,1,1,25,25,25,25,25,0,25,25,25,0,322580.64516129,12903.2258064516,155,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6451.6129032258,6451.6129032258,25,25,25,0,0,0,0,0,0,0,0,0,0,1,37.5,25,25,32,0,0,0,0,0,0,1,25,1,25,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
253,172.16.255.183-10.200.7.5-53-54944-17,10.200.7.5,54944,172.16.255.183,53,17,26/04/201703:10:35,119545398,636,624,24816,77899,57,22,39.0188679245,7.1101317955,470,44,124.8381410256,63.7201779583,859.2133341678,10.5399289398,94952.6592533757,286182.404292635,3246005,0,119545204,188260.163779527,388173.503058761,3246123,0,119392250,191640.850722311,402490.726622232,3246448,0,0,0,0,0,16780,16616,5.3201546077,5.2197743321,22,470,81.4956383822,62.2483710886,3874.8597031834,0,0,0,0,0,0,0,0,0,81.5603174603,39.0188679245,124.8381410256,16780,0,0,0,0,0,0,636,24816,624,77899,-1,-1,635,20,0,0,0,0,0,0,0,0,BENIGN
